BottomTier,MiddleTier,TopTier,Lstate,Date,B_30DayChange,B_60DayChange,B_90DayChange,M_30DayChange,M_60DayChange,M_90DayChange,T_30DayChange,T_60DayChange,T_90DayChange,B_PrincipalMonthly,B_AvgMortgage,B_InterestMonthly,M_PrincipalMonthly,M_AvgMortgage,M_InterestMonthly,T_PrincipalMonthly,T_AvgMortgage,T_InterestMonthly,CityName,Avg_AggMortgage
61777,134956,208136,OH,2/1/2014,-28,0,168,-45,8,385,-62,17,603,171,531.9686111,360.9686111,374,1162.121111,788.1211111,578,1792.282222,1214.282222,Akron,1162.123981
61777,134956,208136,OH,2/1/2014,-28,0,168,-45,8,385,-62,17,603,171,531.9686111,360.9686111,374,1162.121111,788.1211111,578,1792.282222,1214.282222,Dayton,1162.123981
61777,134956,208136,OH,2/1/2014,-28,0,168,-45,8,385,-62,17,603,171,531.9686111,360.9686111,374,1162.121111,788.1211111,578,1792.282222,1214.282222,Toledo,1162.123981
61777,134956,208136,OH,2/1/2014,-28,0,168,-45,8,385,-62,17,603,171,531.9686111,360.9686111,374,1162.121111,788.1211111,578,1792.282222,1214.282222,Cincinnati,1162.123981
61777,134956,208136,OH,2/1/2014,-28,0,168,-45,8,385,-62,17,603,171,531.9686111,360.9686111,374,1162.121111,788.1211111,578,1792.282222,1214.282222,Columbus,1162.123981
61777,134956,208136,OH,2/1/2014,-28,0,168,-45,8,385,-62,17,603,171,531.9686111,360.9686111,374,1162.121111,788.1211111,578,1792.282222,1214.282222,Cleveland,1162.123981
61793,144559,227326,OK,6/1/2019,275,443,675,509,809,1210,743,1175,1745,171,532.1063888,361.1063888,401,1244.813611,843.8136111,631,1957.529444,1326.529444,Tulsa,1244.816481
61793,144559,227326,OK,6/1/2019,275,443,675,509,809,1210,743,1175,1745,171,532.1063888,361.1063888,401,1244.813611,843.8136111,631,1957.529444,1326.529444,Oklahoma City,1244.816481
61805,135001,208198,OH,1/1/2014,28,196,385,53,430,882,79,665,1380,171,532.2097222,361.2097222,375,1162.508611,787.5086111,578,1792.816111,1214.816111,Akron,1162.511481
61805,135001,208198,OH,1/1/2014,28,196,385,53,430,882,79,665,1380,171,532.2097222,361.2097222,375,1162.508611,787.5086111,578,1792.816111,1214.816111,Toledo,1162.511481
61805,135001,208198,OH,1/1/2014,28,196,385,53,430,882,79,665,1380,171,532.2097222,361.2097222,375,1162.508611,787.5086111,578,1792.816111,1214.816111,Cincinnati,1162.511481
61805,135001,208198,OH,1/1/2014,28,196,385,53,430,882,79,665,1380,171,532.2097222,361.2097222,375,1162.508611,787.5086111,578,1792.816111,1214.816111,Columbus,1162.511481
61805,135001,208198,OH,1/1/2014,28,196,385,53,430,882,79,665,1380,171,532.2097222,361.2097222,375,1162.508611,787.5086111,578,1792.816111,1214.816111,Cleveland,1162.511481
61834,135145,208456,OH,5/1/2014,67,84,57,162,243,189,257,402,320,171,532.4594444,361.4594444,375,1163.748611,788.7486111,579,1795.037778,1216.037778,Youngstown,1163.748611
61834,135145,208456,OH,5/1/2014,67,84,57,162,243,189,257,402,320,171,532.4594444,361.4594444,375,1163.748611,788.7486111,579,1795.037778,1216.037778,Akron,1163.748611
61834,135145,208456,OH,5/1/2014,67,84,57,162,243,189,257,402,320,171,532.4594444,361.4594444,375,1163.748611,788.7486111,579,1795.037778,1216.037778,Dayton,1163.748611
61834,135145,208456,OH,5/1/2014,67,84,57,162,243,189,257,402,320,171,532.4594444,361.4594444,375,1163.748611,788.7486111,579,1795.037778,1216.037778,Toledo,1163.748611
61834,135145,208456,OH,5/1/2014,67,84,57,162,243,189,257,402,320,171,532.4594444,361.4594444,375,1163.748611,788.7486111,579,1795.037778,1216.037778,Cincinnati,1163.748611
61834,135145,208456,OH,5/1/2014,67,84,57,162,243,189,257,402,320,171,532.4594444,361.4594444,375,1163.748611,788.7486111,579,1795.037778,1216.037778,Cleveland,1163.748611
61834,135145,208456,OH,5/1/2014,67,84,57,162,243,189,257,402,320,171,532.4594444,361.4594444,375,1163.748611,788.7486111,579,1795.037778,1216.037778,Columbus,1163.748611
61892,132518,203144,MS,11/1/2016,145,306,507,253,526,891,361,745,1275,171,532.9588888,361.9588888,368,1141.127222,773.1272222,564,1749.295556,1185.295556,Jackson,1141.127222
61922,147765,233609,AR,7/1/2019,180,413,645,372,838,1283,565,1264,1922,172,533.2172222,361.2172222,410,1272.420833,862.4208333,648,2011.633056,1363.633056,Little Rock,1272.423704
61928,135402,208877,OH,6/1/2014,94,161,178,257,419,500,421,678,823,172,533.2688888,361.2688888,376,1165.961667,789.9616667,580,1798.663056,1218.663056,Youngstown,1165.964537
61928,135402,208877,OH,6/1/2014,94,161,178,257,419,500,421,678,823,172,533.2688888,361.2688888,376,1165.961667,789.9616667,580,1798.663056,1218.663056,Akron,1165.964537
61928,135402,208877,OH,6/1/2014,94,161,178,257,419,500,421,678,823,172,533.2688888,361.2688888,376,1165.961667,789.9616667,580,1798.663056,1218.663056,Dayton,1165.964537
61928,135402,208877,OH,6/1/2014,94,161,178,257,419,500,421,678,823,172,533.2688888,361.2688888,376,1165.961667,789.9616667,580,1798.663056,1218.663056,Toledo,1165.964537
61928,135402,208877,OH,6/1/2014,94,161,178,257,419,500,421,678,823,172,533.2688888,361.2688888,376,1165.961667,789.9616667,580,1798.663056,1218.663056,Cincinnati,1165.964537
61928,135402,208877,OH,6/1/2014,94,161,178,257,419,500,421,678,823,172,533.2688888,361.2688888,376,1165.961667,789.9616667,580,1798.663056,1218.663056,Columbus,1165.964537
61928,135402,208877,OH,6/1/2014,94,161,178,257,419,500,421,678,823,172,533.2688888,361.2688888,376,1165.961667,789.9616667,580,1798.663056,1218.663056,Cleveland,1165.964537
61933,148512,235092,MI,9/1/2014,287,644,1063,365,888,1583,444,1133,2103,172,533.3119444,361.3119444,412,1278.853333,866.8533333,653,2024.403333,1371.403333,Grand Rapids,1278.856203
61933,148512,235092,MI,9/1/2014,287,644,1063,365,888,1583,444,1133,2103,172,533.3119444,361.3119444,412,1278.853333,866.8533333,653,2024.403333,1371.403333,Detroit,1278.856203
61972,142257,222542,KY,7/1/2016,272,571,835,560,1190,1742,847,1808,2648,172,533.6477778,361.6477778,395,1224.990833,829.9908333,618,1916.333889,1298.333889,Louisville-Jefferson County,1224.990833
61976,150860,239745,KS,7/1/2015,209,464,710,506,1090,1749,803,1717,2788,172,533.6822222,361.6822222,419,1299.072222,880.0722222,665,2064.470833,1399.470833,Wichita,1299.075092
62009,153890,245771,AL,10/1/2017,255,527,737,572,1179,1628,888,1830,2519,172,533.9663888,361.9663888,427,1325.163889,898.1638888,682,2116.361389,1434.361389,Birmingham,1325.163889
62051,132812,203573,MS,12/1/2016,159,304,465,294,547,820,429,790,1174,172,534.3280555,362.3280555,368,1143.658889,775.6588888,565,1752.989722,1187.989722,Jackson,1143.658889
62056,135695,209335,OH,7/1/2014,128,222,289,293,550,712,458,879,1136,172,534.3711111,362.3711111,376,1168.484722,792.4847222,581,1802.606944,1221.606944,Youngstown,1168.487592
62056,135695,209335,OH,7/1/2014,128,222,289,293,550,712,458,879,1136,172,534.3711111,362.3711111,376,1168.484722,792.4847222,581,1802.606944,1221.606944,Akron,1168.487592
62056,135695,209335,OH,7/1/2014,128,222,289,293,550,712,458,879,1136,172,534.3711111,362.3711111,376,1168.484722,792.4847222,581,1802.606944,1221.606944,Dayton,1168.487592
62056,135695,209335,OH,7/1/2014,128,222,289,293,550,712,458,879,1136,172,534.3711111,362.3711111,376,1168.484722,792.4847222,581,1802.606944,1221.606944,Toledo,1168.487592
62056,135695,209335,OH,7/1/2014,128,222,289,293,550,712,458,879,1136,172,534.3711111,362.3711111,376,1168.484722,792.4847222,581,1802.606944,1221.606944,Cincinnati,1168.487592
62056,135695,209335,OH,7/1/2014,128,222,289,293,550,712,458,879,1136,172,534.3711111,362.3711111,376,1168.484722,792.4847222,581,1802.606944,1221.606944,Columbus,1168.487592
62056,135695,209335,OH,7/1/2014,128,222,289,293,550,712,458,879,1136,172,534.3711111,362.3711111,376,1168.484722,792.4847222,581,1802.606944,1221.606944,Cleveland,1168.487592
62109,145172,228236,OK,7/1/2019,316,591,759,613,1122,1422,910,1653,2085,172,534.8275,362.8275,403,1250.092222,847.0922222,633,1965.365556,1332.365556,Tulsa,1250.095093
62109,145172,228236,OK,7/1/2019,316,591,759,613,1122,1422,910,1653,2085,172,534.8275,362.8275,403,1250.092222,847.0922222,633,1965.365556,1332.365556,Oklahoma City,1250.095093
62134,135901,209669,OH,8/1/2014,78,206,300,206,499,756,334,792,1213,172,535.0427778,363.0427778,377,1170.258611,793.2586111,582,1805.483056,1223.483056,Youngstown,1170.261482
62134,135901,209669,OH,8/1/2014,78,206,300,206,499,756,334,792,1213,172,535.0427778,363.0427778,377,1170.258611,793.2586111,582,1805.483056,1223.483056,Akron,1170.261482
62134,135901,209669,OH,8/1/2014,78,206,300,206,499,756,334,792,1213,172,535.0427778,363.0427778,377,1170.258611,793.2586111,582,1805.483056,1223.483056,Dayton,1170.261482
62134,135901,209669,OH,8/1/2014,78,206,300,206,499,756,334,792,1213,172,535.0427778,363.0427778,377,1170.258611,793.2586111,582,1805.483056,1223.483056,Toledo,1170.261482
62134,135901,209669,OH,8/1/2014,78,206,300,206,499,756,334,792,1213,172,535.0427778,363.0427778,377,1170.258611,793.2586111,582,1805.483056,1223.483056,Cincinnati,1170.261482
62134,135901,209669,OH,8/1/2014,78,206,300,206,499,756,334,792,1213,172,535.0427778,363.0427778,377,1170.258611,793.2586111,582,1805.483056,1223.483056,Cleveland,1170.261482
62134,135901,209669,OH,8/1/2014,78,206,300,206,499,756,334,792,1213,172,535.0427778,363.0427778,377,1170.258611,793.2586111,582,1805.483056,1223.483056,Columbus,1170.261482
62146,148231,234317,AR,8/1/2019,224,404,637,466,838,1304,708,1273,1972,172,535.1461111,363.1461111,411,1276.433611,865.4336111,650,2017.729722,1367.729722,Little Rock,1276.436481
62147,151368,240590,KS,8/1/2015,171,380,635,508,1014,1598,845,1648,2562,172,535.1547222,363.1547222,420,1303.446667,883.4466667,668,2071.747222,1403.747222,Wichita,1303.449537
62202,154322,246442,AL,11/1/2017,193,448,720,432,1004,1611,671,1559,2501,172,535.6283333,363.6283333,428,1328.883889,900.8838888,684,2122.139444,1438.139444,Birmingham,1328.883889
62237,142847,223458,KY,8/1/2016,265,537,836,590,1150,1780,916,1763,2724,172,535.9297222,363.9297222,396,1230.071389,834.0713888,620,1924.221667,1304.221667,Louisville-Jefferson County,1230.074259
62241,136161,210081,OH,9/1/2014,107,185,313,260,466,759,412,746,1204,172,535.9641667,363.9641667,378,1172.4975,794.4975,583,1809.030833,1226.030833,Youngstown,1172.4975
62241,136161,210081,OH,9/1/2014,107,185,313,260,466,759,412,746,1204,172,535.9641667,363.9641667,378,1172.4975,794.4975,583,1809.030833,1226.030833,Akron,1172.4975
62241,136161,210081,OH,9/1/2014,107,185,313,260,466,759,412,746,1204,172,535.9641667,363.9641667,378,1172.4975,794.4975,583,1809.030833,1226.030833,Dayton,1172.4975
62241,136161,210081,OH,9/1/2014,107,185,313,260,466,759,412,746,1204,172,535.9641667,363.9641667,378,1172.4975,794.4975,583,1809.030833,1226.030833,Toledo,1172.4975
62241,136161,210081,OH,9/1/2014,107,185,313,260,466,759,412,746,1204,172,535.9641667,363.9641667,378,1172.4975,794.4975,583,1809.030833,1226.030833,Cincinnati,1172.4975
62241,136161,210081,OH,9/1/2014,107,185,313,260,466,759,412,746,1204,172,535.9641667,363.9641667,378,1172.4975,794.4975,583,1809.030833,1226.030833,Cleveland,1172.4975
62241,136161,210081,OH,9/1/2014,107,185,313,260,466,759,412,746,1204,172,535.9641667,363.9641667,378,1172.4975,794.4975,583,1809.030833,1226.030833,Columbus,1172.4975
62254,148955,235657,MI,10/1/2014,321,608,965,443,808,1331,565,1009,1698,172,536.0761111,364.0761111,413,1282.668056,869.6680555,654,2029.268611,1375.268611,Grand Rapids,1282.670926
62254,148955,235657,MI,10/1/2014,321,608,965,443,808,1331,565,1009,1698,172,536.0761111,364.0761111,413,1282.668056,869.6680555,654,2029.268611,1375.268611,Detroit,1282.670926
62258,133190,204122,MS,1/1/2017,207,366,511,378,672,925,549,978,1339,172,536.1105555,364.1105555,369,1146.913889,777.9138888,567,1757.717222,1190.717222,Jackson,1146.913889
62270,151767,241265,KS,9/1/2015,123,294,503,399,907,1413,675,1520,2323,172,536.2138888,364.2138888,421,1306.8825,885.8825,670,2077.559722,1407.559722,Wichita,1306.88537
62314,136371,210428,OH,10/1/2014,73,180,258,210,470,676,347,759,1093,173,536.5927778,363.5927778,378,1174.305833,796.3058333,584,1812.018889,1228.018889,Youngstown,1174.305833
62314,136371,210428,OH,10/1/2014,73,180,258,210,470,676,347,759,1093,173,536.5927778,363.5927778,378,1174.305833,796.3058333,584,1812.018889,1228.018889,Akron,1174.305833
62314,136371,210428,OH,10/1/2014,73,180,258,210,470,676,347,759,1093,173,536.5927778,363.5927778,378,1174.305833,796.3058333,584,1812.018889,1228.018889,Dayton,1174.305833
62314,136371,210428,OH,10/1/2014,73,180,258,210,470,676,347,759,1093,173,536.5927778,363.5927778,378,1174.305833,796.3058333,584,1812.018889,1228.018889,Toledo,1174.305833
62314,136371,210428,OH,10/1/2014,73,180,258,210,470,676,347,759,1093,173,536.5927778,363.5927778,378,1174.305833,796.3058333,584,1812.018889,1228.018889,Cincinnati,1174.305833
62314,136371,210428,OH,10/1/2014,73,180,258,210,470,676,347,759,1093,173,536.5927778,363.5927778,378,1174.305833,796.3058333,584,1812.018889,1228.018889,Cleveland,1174.305833
62314,136371,210428,OH,10/1/2014,73,180,258,210,470,676,347,759,1093,173,536.5927778,363.5927778,378,1174.305833,796.3058333,584,1812.018889,1228.018889,Columbus,1174.305833
62376,148721,235066,AR,9/1/2019,230,454,634,490,956,1328,749,1457,2022,173,537.1266667,364.1266667,413,1280.653056,867.6530555,652,2024.179444,1372.179444,Little Rock,1280.653056
62431,145749,229068,OK,8/1/2019,322,638,913,577,1190,1699,832,1742,2485,173,537.6002778,364.6002778,404,1255.060833,851.0608333,636,1972.53,1336.53,Tulsa,1255.063704
62431,145749,229068,OK,8/1/2019,322,638,913,577,1190,1699,832,1742,2485,173,537.6002778,364.6002778,404,1255.060833,851.0608333,636,1972.53,1336.53,Oklahoma City,1255.063704
62440,152324,242209,KS,10/1/2015,170,293,464,557,956,1464,944,1619,2464,173,537.6777778,364.6777778,423,1311.678889,888.6788888,672,2085.688611,1413.688611,Wichita,1311.681759
62446,133520,204595,MS,2/1/2017,188,395,554,330,708,1002,473,1022,1451,173,537.7294444,364.7294444,370,1149.755556,779.7555555,568,1761.790278,1193.790278,Jackson,1149.758426
62458,154904,247351,AL,12/1/2017,256,449,704,582,1014,1586,909,1580,2468,173,537.8327778,364.8327778,430,1333.895556,903.8955555,687,2129.966944,1442.966944,Birmingham,1333.898426
62459,136727,210995,OH,11/1/2014,145,218,325,356,566,826,567,914,1326,173,537.8413888,364.8413888,379,1177.371389,798.3713888,586,1816.901389,1230.901389,Youngstown,1177.371389
62459,136727,210995,OH,11/1/2014,145,218,325,356,566,826,567,914,1326,173,537.8413888,364.8413888,379,1177.371389,798.3713888,586,1816.901389,1230.901389,Akron,1177.371389
62459,136727,210995,OH,11/1/2014,145,218,325,356,566,826,567,914,1326,173,537.8413888,364.8413888,379,1177.371389,798.3713888,586,1816.901389,1230.901389,Dayton,1177.371389
62459,136727,210995,OH,11/1/2014,145,218,325,356,566,826,567,914,1326,173,537.8413888,364.8413888,379,1177.371389,798.3713888,586,1816.901389,1230.901389,Toledo,1177.371389
62459,136727,210995,OH,11/1/2014,145,218,325,356,566,826,567,914,1326,173,537.8413888,364.8413888,379,1177.371389,798.3713888,586,1816.901389,1230.901389,Cincinnati,1177.371389
62459,136727,210995,OH,11/1/2014,145,218,325,356,566,826,567,914,1326,173,537.8413888,364.8413888,379,1177.371389,798.3713888,586,1816.901389,1230.901389,Cleveland,1177.371389
62459,136727,210995,OH,11/1/2014,145,218,325,356,566,826,567,914,1326,173,537.8413888,364.8413888,379,1177.371389,798.3713888,586,1816.901389,1230.901389,Columbus,1177.371389
62483,143400,224317,KY,9/1/2016,246,511,783,553,1143,1703,859,1775,2622,173,538.0480555,365.0480555,398,1234.833333,836.8333333,623,1931.618611,1308.618611,Louisville-Jefferson County,1234.833333
62582,149546,236511,MI,11/1/2014,328,649,936,591,1034,1399,854,1419,1863,173,538.9005555,365.9005555,415,1287.757222,872.7572222,656,2036.6225,1380.6225,Grand Rapids,1287.760093
62582,149546,236511,MI,11/1/2014,328,649,936,591,1034,1399,854,1419,1863,173,538.9005555,365.9005555,415,1287.757222,872.7572222,656,2036.6225,1380.6225,Detroit,1287.760093
62604,152769,242934,KS,11/1/2015,164,334,457,445,1002,1401,725,1669,2344,173,539.09,366.09,424,1315.510833,891.5108333,674,2091.931667,1417.931667,Wichita,1315.510833
62627,133860,205093,MS,3/1/2017,181,369,576,340,670,1048,498,971,1520,173,539.2880555,366.2880555,371,1152.683333,781.6833333,569,1766.078611,1197.078611,Jackson,1152.683333
62641,149240,235839,AR,10/1/2019,265,495,719,519,1009,1475,773,1522,2230,174,539.4086111,365.4086111,414,1285.122222,871.1222222,655,2030.835833,1375.835833,Little Rock,1285.122222
62647,137177,211708,OH,12/1/2014,188,333,406,450,806,1016,713,1280,1627,174,539.4602778,365.4602778,381,1181.246389,800.2463888,588,1823.041111,1235.041111,Youngstown,1181.249259
62647,137177,211708,OH,12/1/2014,188,333,406,450,806,1016,713,1280,1627,174,539.4602778,365.4602778,381,1181.246389,800.2463888,588,1823.041111,1235.041111,Akron,1181.249259
62647,137177,211708,OH,12/1/2014,188,333,406,450,806,1016,713,1280,1627,174,539.4602778,365.4602778,381,1181.246389,800.2463888,588,1823.041111,1235.041111,Dayton,1181.249259
62647,137177,211708,OH,12/1/2014,188,333,406,450,806,1016,713,1280,1627,174,539.4602778,365.4602778,381,1181.246389,800.2463888,588,1823.041111,1235.041111,Toledo,1181.249259
62647,137177,211708,OH,12/1/2014,188,333,406,450,806,1016,713,1280,1627,174,539.4602778,365.4602778,381,1181.246389,800.2463888,588,1823.041111,1235.041111,Cincinnati,1181.249259
62647,137177,211708,OH,12/1/2014,188,333,406,450,806,1016,713,1280,1627,174,539.4602778,365.4602778,381,1181.246389,800.2463888,588,1823.041111,1235.041111,Cleveland,1181.249259
62647,137177,211708,OH,12/1/2014,188,333,406,450,806,1016,713,1280,1627,174,539.4602778,365.4602778,381,1181.246389,800.2463888,588,1823.041111,1235.041111,Columbus,1181.249259
62703,146262,229821,OK,9/1/2019,272,594,910,513,1090,1703,753,1585,2495,174,539.9425,365.9425,406,1259.478333,853.4783333,638,1979.014167,1341.014167,Tulsa,1259.478333
62703,146262,229821,OK,9/1/2019,272,594,910,513,1090,1703,753,1585,2495,174,539.9425,365.9425,406,1259.478333,853.4783333,638,1979.014167,1341.014167,Oklahoma City,1259.478333
62719,155494,248270,AL,1/1/2018,261,517,710,590,1172,1604,919,1828,2499,174,540.0802778,366.0802778,431,1338.976111,907.9761111,689,2137.880556,1448.880556,Birmingham,1338.978982
62724,149496,236269,AR,11/1/2019,83,348,578,256,775,1265,430,1203,1952,174,540.1233333,366.1233333,415,1287.326667,872.3266667,656,2034.538611,1378.538611,Little Rock,1287.329537
62751,153208,243665,KS,12/1/2015,147,311,481,439,884,1441,731,1456,2400,174,540.3558333,366.3558333,425,1319.291111,894.2911111,676,2098.226389,1422.226389,Wichita,1319.291111
62775,144071,225368,KY,10/1/2016,292,538,803,671,1224,1814,1051,1910,2826,174,540.5625,366.5625,400,1240.611389,840.6113888,626,1940.668889,1314.668889,Louisville-Jefferson County,1240.614259
62806,134227,205649,MS,4/1/2017,179,360,548,367,707,1037,556,1054,1527,174,540.8294444,366.8294444,372,1155.843611,783.8436111,571,1770.866389,1199.866389,Jackson,1155.846481
62862,149797,236732,AR,12/1/2019,138,221,486,301,557,1076,463,893,1666,174,541.3116667,367.3116667,416,1289.918611,873.9186111,657,2038.525556,1381.525556,Little Rock,1289.918611
62870,150135,237401,MI,12/1/2014,288,616,937,589,1180,1623,890,1744,2309,174,541.3805555,367.3805555,417,1292.829167,875.8291667,659,2044.286389,1385.286389,Grand Rapids,1292.832037
62870,150135,237401,MI,12/1/2014,288,616,937,589,1180,1623,890,1744,2309,174,541.3805555,367.3805555,417,1292.829167,875.8291667,659,2044.286389,1385.286389,Detroit,1292.832037
62886,153459,244032,KS,1/1/2016,135,282,446,251,690,1135,367,1098,1823,174,541.5183333,367.5183333,426,1321.4525,895.4525,677,2101.386667,1424.386667,Wichita,1321.4525
62923,137820,212718,OH,1/1/2015,276,464,609,643,1093,1449,1010,1723,2290,174,541.8369444,367.8369444,382,1186.783333,804.7833333,590,1831.738333,1241.738333,Youngstown,1186.786203
62923,137820,212718,OH,1/1/2015,276,464,609,643,1093,1449,1010,1723,2290,174,541.8369444,367.8369444,382,1186.783333,804.7833333,590,1831.738333,1241.738333,Akron,1186.786203
62923,137820,212718,OH,1/1/2015,276,464,609,643,1093,1449,1010,1723,2290,174,541.8369444,367.8369444,382,1186.783333,804.7833333,590,1831.738333,1241.738333,Dayton,1186.786203
62923,137820,212718,OH,1/1/2015,276,464,609,643,1093,1449,1010,1723,2290,174,541.8369444,367.8369444,382,1186.783333,804.7833333,590,1831.738333,1241.738333,Toledo,1186.786203
62923,137820,212718,OH,1/1/2015,276,464,609,643,1093,1449,1010,1723,2290,174,541.8369444,367.8369444,382,1186.783333,804.7833333,590,1831.738333,1241.738333,Cincinnati,1186.786203
62923,137820,212718,OH,1/1/2015,276,464,609,643,1093,1449,1010,1723,2290,174,541.8369444,367.8369444,382,1186.783333,804.7833333,590,1831.738333,1241.738333,Columbus,1186.786203
62923,137820,212718,OH,1/1/2015,276,464,609,643,1093,1449,1010,1723,2290,174,541.8369444,367.8369444,382,1186.783333,804.7833333,590,1831.738333,1241.738333,Cleveland,1186.786203
62945,146730,230515,OK,10/1/2019,242,514,836,468,981,1558,694,1447,2279,174,542.0263888,368.0263888,407,1263.508333,856.5083333,640,1984.990278,1344.990278,Tulsa,1263.508333
62945,146730,230515,OK,10/1/2019,242,514,836,468,981,1558,694,1447,2279,174,542.0263888,368.0263888,407,1263.508333,856.5083333,640,1984.990278,1344.990278,Oklahoma City,1263.508333
62993,150111,237230,AR,1/1/2020,131,269,352,314,615,871,498,961,1391,174,542.4397222,368.4397222,416,1292.6225,876.6225,658,2042.813889,1384.813889,Little Rock,1292.62537
62999,134608,206218,MS,5/1/2017,193,372,553,381,748,1088,569,1125,1623,174,542.4913888,368.4913888,373,1159.124444,786.1244444,572,1775.766111,1203.766111,Jackson,1159.127315
63016,156132,249248,AL,2/1/2018,297,558,814,638,1228,1810,978,1897,2806,175,542.6377778,367.6377778,433,1344.47,911.47,692,2146.302222,1454.302222,Birmingham,1344.47
63072,153923,244775,KS,2/1/2016,186,321,468,464,715,1154,743,1110,1841,175,543.12,368.12,427,1325.448056,898.4480555,679,2107.784722,1428.784722,Wichita,1325.450926
63081,144763,226446,KY,11/1/2016,306,598,844,692,1363,1916,1078,2129,2988,175,543.1975,368.1975,402,1246.570278,844.5702778,629,1949.951667,1320.951667,Louisville-Jefferson County,1246.573148
63167,134904,206641,MS,6/1/2017,168,361,540,296,677,1044,423,992,1548,175,543.9380555,368.9380555,374,1161.673333,787.6733333,574,1779.408611,1205.408611,Jackson,1161.673333
63183,150726,238269,MI,1/1/2015,313,601,929,591,1180,1771,868,1758,2612,175,544.0758333,369.0758333,418,1297.918333,879.9183333,661,2051.760833,1390.760833,Grand Rapids,1297.918333
63183,150726,238269,MI,1/1/2015,313,601,929,591,1180,1771,868,1758,2612,175,544.0758333,369.0758333,418,1297.918333,879.9183333,661,2051.760833,1390.760833,Detroit,1297.918333
63228,138536,213845,OH,2/1/2015,305,581,769,716,1359,1809,1127,2137,2850,175,544.4633333,369.4633333,384,1192.948889,808.9488888,594,1841.443056,1247.443056,Youngstown,1192.951759
63228,138536,213845,OH,2/1/2015,305,581,769,716,1359,1809,1127,2137,2850,175,544.4633333,369.4633333,384,1192.948889,808.9488888,594,1841.443056,1247.443056,Dayton,1192.951759
63228,138536,213845,OH,2/1/2015,305,581,769,716,1359,1809,1127,2137,2850,175,544.4633333,369.4633333,384,1192.948889,808.9488888,594,1841.443056,1247.443056,Akron,1192.951759
63228,138536,213845,OH,2/1/2015,305,581,769,716,1359,1809,1127,2137,2850,175,544.4633333,369.4633333,384,1192.948889,808.9488888,594,1841.443056,1247.443056,Toledo,1192.951759
63228,138536,213845,OH,2/1/2015,305,581,769,716,1359,1809,1127,2137,2850,175,544.4633333,369.4633333,384,1192.948889,808.9488888,594,1841.443056,1247.443056,Cincinnati,1192.951759
63228,138536,213845,OH,2/1/2015,305,581,769,716,1359,1809,1127,2137,2850,175,544.4633333,369.4633333,384,1192.948889,808.9488888,594,1841.443056,1247.443056,Columbus,1192.951759
63228,138536,213845,OH,2/1/2015,305,581,769,716,1359,1809,1127,2137,2850,175,544.4633333,369.4633333,384,1192.948889,808.9488888,594,1841.443056,1247.443056,Cleveland,1192.951759
63234,154386,245539,KS,3/1/2016,162,348,483,463,927,1178,764,1507,1874,175,544.515,369.515,428,1329.435,901.435,682,2114.363611,1432.363611,Wichita,1329.43787
63272,147333,231395,OK,11/1/2019,327,569,841,603,1071,1584,880,1574,2327,175,544.8422222,369.8422222,409,1268.700833,859.7008333,642,1992.568056,1350.568056,Tulsa,1268.703704
63272,147333,231395,OK,11/1/2019,327,569,841,603,1071,1584,880,1574,2327,175,544.8422222,369.8422222,409,1268.700833,859.7008333,642,1992.568056,1350.568056,Oklahoma City,1268.703704
63282,156674,250067,AL,3/1/2018,266,563,824,542,1180,1770,819,1797,2716,175,544.9283333,369.9283333,435,1349.137222,914.1372222,694,2153.354722,1459.354722,Birmingham,1349.140092
63285,150622,237960,AR,2/1/2020,292,423,561,511,825,1126,730,1228,1691,175,544.9541667,369.9541667,418,1297.022778,879.0227778,661,2049.1,1388.1,Little Rock,1297.025648
63321,135158,206996,MS,7/1/2017,154,322,515,254,550,931,355,778,1347,175,545.2641667,370.2641667,375,1163.860556,788.8605555,574,1782.465556,1208.465556,Jackson,1163.863426
63387,154976,246565,KS,4/1/2016,153,315,501,590,1053,1517,1026,1790,2533,176,545.8325,369.8325,430,1334.515556,904.5155555,684,2123.198611,1439.198611,Wichita,1334.515556
63396,145452,227509,KY,12/1/2016,315,621,913,689,1381,2052,1063,2141,3192,176,545.91,369.91,404,1252.503333,848.5033333,631,1959.105278,1328.105278,Louisville-Jefferson County,1252.506204
63479,135413,207347,MS,8/1/2017,158,312,480,255,509,805,351,706,1129,176,546.6247222,370.6247222,376,1166.056389,790.0563888,575,1785.488056,1210.488056,Jackson,1166.056389
63499,139179,214859,OH,3/1/2015,271,576,852,643,1359,2002,1014,2141,3151,176,546.7969444,370.7969444,386,1198.485833,812.4858333,596,1850.174722,1254.174722,Youngstown,1198.485833
63499,139179,214859,OH,3/1/2015,271,576,852,643,1359,2002,1014,2141,3151,176,546.7969444,370.7969444,386,1198.485833,812.4858333,596,1850.174722,1254.174722,Dayton,1198.485833
63499,139179,214859,OH,3/1/2015,271,576,852,643,1359,2002,1014,2141,3151,176,546.7969444,370.7969444,386,1198.485833,812.4858333,596,1850.174722,1254.174722,Akron,1198.485833
63499,139179,214859,OH,3/1/2015,271,576,852,643,1359,2002,1014,2141,3151,176,546.7969444,370.7969444,386,1198.485833,812.4858333,596,1850.174722,1254.174722,Toledo,1198.485833
63499,139179,214859,OH,3/1/2015,271,576,852,643,1359,2002,1014,2141,3151,176,546.7969444,370.7969444,386,1198.485833,812.4858333,596,1850.174722,1254.174722,Cincinnati,1198.485833
