BottomTier,MiddleTier,TopTier,Lstate,Date,B_30DayChange,B_60DayChange,B_90DayChange,M_30DayChange,M_60DayChange,M_90DayChange,T_30DayChange,T_60DayChange,T_90DayChange,B_PrincipalMonthly,B_AvgMortgage,B_InterestMonthly,M_PrincipalMonthly,M_AvgMortgage,M_InterestMonthly,T_PrincipalMonthly,T_AvgMortgage,T_InterestMonthly,CityName,Avg_AggMortgage
124426,247433,370440,TX,12/1/2019,199,372,556,248,491,678,296,610,800,345,1071.446111,726.4461111,687,2130.673056,1443.673056,1029,3189.9,2160.9,El Paso,2130.673056
124426,247433,370440,TX,12/1/2019,199,372,556,248,491,678,296,610,800,345,1071.446111,726.4461111,687,2130.673056,1443.673056,1029,3189.9,2160.9,San Antonio,2130.673056
124426,247433,370440,TX,12/1/2019,199,372,556,248,491,678,296,610,800,345,1071.446111,726.4461111,687,2130.673056,1443.673056,1029,3189.9,2160.9,Houston,2130.673056
124426,247433,370440,TX,12/1/2019,199,372,556,248,491,678,296,610,800,345,1071.446111,726.4461111,687,2130.673056,1443.673056,1029,3189.9,2160.9,Dallas-Fort Worth,2130.673056
124426,247433,370440,TX,12/1/2019,199,372,556,248,491,678,296,610,800,345,1071.446111,726.4461111,687,2130.673056,1443.673056,1029,3189.9,2160.9,Austin,2130.673056
124468,224396,324325,WI,5/1/2020,709,1382,1968,1099,2269,3297,1490,3156,4626,345,1071.807778,726.8077778,623,1932.298889,1309.298889,900,2792.798611,1892.798611,Milwaukee,1932.301759
124468,224396,324325,WI,5/1/2020,709,1382,1968,1099,2269,3297,1490,3156,4626,345,1071.807778,726.8077778,623,1932.298889,1309.298889,900,2792.798611,1892.798611,Madison,1932.301759
124493,373304,622116,NY,5/1/2016,381,859,1349,1344,2918,4217,2308,4978,7085,345,1072.023056,727.0230555,1036,3214.562222,2178.562222,1728,5357.11,3629.11,Buffalo,3214.565093
124493,373304,622116,NY,5/1/2016,381,859,1349,1344,2918,4217,2308,4978,7085,345,1072.023056,727.0230555,1036,3214.562222,2178.562222,1728,5357.11,3629.11,Syracuse,3214.565093
124493,373304,622116,NY,5/1/2016,381,859,1349,1344,2918,4217,2308,4978,7085,345,1072.023056,727.0230555,1036,3214.562222,2178.562222,1728,5357.11,3629.11,Rochester,3214.565093
124493,373304,622116,NY,5/1/2016,381,859,1349,1344,2918,4217,2308,4978,7085,345,1072.023056,727.0230555,1036,3214.562222,2178.562222,1728,5357.11,3629.11,Albany,3214.565093
124493,373304,622116,NY,5/1/2016,381,859,1349,1344,2918,4217,2308,4978,7085,345,1072.023056,727.0230555,1036,3214.562222,2178.562222,1728,5357.11,3629.11,New York,3214.565093
124589,255394,386200,NC,11/1/2020,1278,2442,3475,2433,4655,6647,3588,6869,9819,346,1072.849722,726.8497222,709,2199.226111,1490.226111,1072,3325.611111,2253.611111,Greensboro,2199.228981
124589,255394,386200,NC,11/1/2020,1278,2442,3475,2433,4655,6647,3588,6869,9819,346,1072.849722,726.8497222,709,2199.226111,1490.226111,1072,3325.611111,2253.611111,Winston-Salem,2199.228981
124589,255394,386200,NC,11/1/2020,1278,2442,3475,2433,4655,6647,3588,6869,9819,346,1072.849722,726.8497222,709,2199.226111,1490.226111,1072,3325.611111,2253.611111,Durham,2199.228981
124589,255394,386200,NC,11/1/2020,1278,2442,3475,2433,4655,6647,3588,6869,9819,346,1072.849722,726.8497222,709,2199.226111,1490.226111,1072,3325.611111,2253.611111,Raleigh,2199.228981
124589,255394,386200,NC,11/1/2020,1278,2442,3475,2433,4655,6647,3588,6869,9819,346,1072.849722,726.8497222,709,2199.226111,1490.226111,1072,3325.611111,2253.611111,Charlotte,2199.228981
124666,221913,319161,MN,1/1/2015,343,705,893,421,923,1096,499,1142,1300,346,1073.512778,727.5127778,616,1910.9175,1294.9175,886,2748.330833,1862.330833,Minneapolis-St Paul,1910.92037
124668,248918,373169,FL,8/1/2016,1021,2074,3084,1475,3051,4555,1929,4029,6027,346,1073.53,727.53,691,2143.460556,1452.460556,1036,3213.399722,2177.399722,Daytona Beach,2143.463426
124668,248918,373169,FL,8/1/2016,1021,2074,3084,1475,3051,4555,1929,4029,6027,346,1073.53,727.53,691,2143.460556,1452.460556,1036,3213.399722,2177.399722,Jacksonville,2143.463426
124668,248918,373169,FL,8/1/2016,1021,2074,3084,1475,3051,4555,1929,4029,6027,346,1073.53,727.53,691,2143.460556,1452.460556,1036,3213.399722,2177.399722,Melbourne,2143.463426
124668,248918,373169,FL,8/1/2016,1021,2074,3084,1475,3051,4555,1929,4029,6027,346,1073.53,727.53,691,2143.460556,1452.460556,1036,3213.399722,2177.399722,Lakeland,2143.463426
124668,248918,373169,FL,8/1/2016,1021,2074,3084,1475,3051,4555,1929,4029,6027,346,1073.53,727.53,691,2143.460556,1452.460556,1036,3213.399722,2177.399722,Tampa,2143.463426
124668,248918,373169,FL,8/1/2016,1021,2074,3084,1475,3051,4555,1929,4029,6027,346,1073.53,727.53,691,2143.460556,1452.460556,1036,3213.399722,2177.399722,Fort Myers,2143.463426
124668,248918,373169,FL,8/1/2016,1021,2074,3084,1475,3051,4555,1929,4029,6027,346,1073.53,727.53,691,2143.460556,1452.460556,1036,3213.399722,2177.399722,Orlando,2143.463426
124668,248918,373169,FL,8/1/2016,1021,2074,3084,1475,3051,4555,1929,4029,6027,346,1073.53,727.53,691,2143.460556,1452.460556,1036,3213.399722,2177.399722,Port St. Lucie,2143.463426
124668,248918,373169,FL,8/1/2016,1021,2074,3084,1475,3051,4555,1929,4029,6027,346,1073.53,727.53,691,2143.460556,1452.460556,1036,3213.399722,2177.399722,North Port-Sarasota-Bradenton,2143.463426
124668,248918,373169,FL,8/1/2016,1021,2074,3084,1475,3051,4555,1929,4029,6027,346,1073.53,727.53,691,2143.460556,1452.460556,1036,3213.399722,2177.399722,Miami-Fort Lauderdale,2143.463426
124791,374329,623868,NY,6/1/2016,298,679,1157,1025,2369,3943,1752,4060,6730,346,1074.589167,728.5891667,1039,3223.388611,2184.388611,1732,5372.196667,3640.196667,Buffalo,3223.391482
124791,374329,623868,NY,6/1/2016,298,679,1157,1025,2369,3943,1752,4060,6730,346,1074.589167,728.5891667,1039,3223.388611,2184.388611,1732,5372.196667,3640.196667,Syracuse,3223.391482
124791,374329,623868,NY,6/1/2016,298,679,1157,1025,2369,3943,1752,4060,6730,346,1074.589167,728.5891667,1039,3223.388611,2184.388611,1732,5372.196667,3640.196667,Rochester,3223.391482
124791,374329,623868,NY,6/1/2016,298,679,1157,1025,2369,3943,1752,4060,6730,346,1074.589167,728.5891667,1039,3223.388611,2184.388611,1732,5372.196667,3640.196667,Albany,3223.391482
124791,374329,623868,NY,6/1/2016,298,679,1157,1025,2369,3943,1752,4060,6730,346,1074.589167,728.5891667,1039,3223.388611,2184.388611,1732,5372.196667,3640.196667,New York,3223.391482
124808,218298,311789,ID,10/1/2015,832,1611,2493,1159,2281,3665,1487,2952,4838,346,1074.735556,728.7355555,606,1879.788333,1273.788333,866,2684.849722,1818.849722,Boise City,1879.791204
124840,224666,324493,AZ,2/1/2014,1759,3015,4176,2866,4760,6410,3973,6506,8645,346,1075.011111,729.0111111,624,1934.623889,1310.623889,901,2794.245278,1893.245278,Tucson,1934.626759
124840,224666,324493,AZ,2/1/2014,1759,3015,4176,2866,4760,6410,3973,6506,8645,346,1075.011111,729.0111111,624,1934.623889,1310.623889,901,2794.245278,1893.245278,Phoenix,1934.626759
124937,248338,371739,TX,1/1/2020,511,710,883,905,1153,1396,1299,1595,1909,347,1075.846389,728.8463888,689,2138.466111,1449.466111,1032,3201.085833,2169.085833,El Paso,2138.466111
124937,248338,371739,TX,1/1/2020,511,710,883,905,1153,1396,1299,1595,1909,347,1075.846389,728.8463888,689,2138.466111,1449.466111,1032,3201.085833,2169.085833,San Antonio,2138.466111
124937,248338,371739,TX,1/1/2020,511,710,883,905,1153,1396,1299,1595,1909,347,1075.846389,728.8463888,689,2138.466111,1449.466111,1032,3201.085833,2169.085833,Houston,2138.466111
124937,248338,371739,TX,1/1/2020,511,710,883,905,1153,1396,1299,1595,1909,347,1075.846389,728.8463888,689,2138.466111,1449.466111,1032,3201.085833,2169.085833,Dallas-Fort Worth,2138.466111
124937,248338,371739,TX,1/1/2020,511,710,883,905,1153,1396,1299,1595,1909,347,1075.846389,728.8463888,689,2138.466111,1449.466111,1032,3201.085833,2169.085833,Austin,2138.466111
125102,375251,625401,NY,7/1/2016,311,609,990,922,1947,3291,1533,3285,5593,347,1077.267222,730.2672222,1042,3231.328056,2189.328056,1737,5385.3975,3648.3975,Syracuse,3231.330926
125102,375251,625401,NY,7/1/2016,311,609,990,922,1947,3291,1533,3285,5593,347,1077.267222,730.2672222,1042,3231.328056,2189.328056,1737,5385.3975,3648.3975,Buffalo,3231.330926
125102,375251,625401,NY,7/1/2016,311,609,990,922,1947,3291,1533,3285,5593,347,1077.267222,730.2672222,1042,3231.328056,2189.328056,1737,5385.3975,3648.3975,Rochester,3231.330926
125102,375251,625401,NY,7/1/2016,311,609,990,922,1947,3291,1533,3285,5593,347,1077.267222,730.2672222,1042,3231.328056,2189.328056,1737,5385.3975,3648.3975,Albany,3231.330926
125102,375251,625401,NY,7/1/2016,311,609,990,922,1947,3291,1533,3285,5593,347,1077.267222,730.2672222,1042,3231.328056,2189.328056,1737,5385.3975,3648.3975,New York,3231.330926
125167,226721,328276,NM,11/1/2018,776,1715,2209,1349,2970,3731,1922,4226,5253,347,1077.826944,730.8269444,629,1952.319722,1323.319722,911,2826.821111,1915.821111,Albuquerque,1952.322592
125254,222892,320530,MN,2/1/2015,588,931,1293,979,1400,1902,1369,1868,2511,347,1078.576111,731.5761111,619,1919.347778,1300.347778,890,2760.119444,1870.119444,Minneapolis-St Paul,1919.347778
125261,225650,326040,WI,6/1/2020,793,1502,2175,1254,2353,3523,1715,3205,4871,347,1078.636389,731.6363888,626,1943.097222,1317.097222,905,2807.566667,1902.566667,Milwaukee,1943.100093
125261,225650,326040,WI,6/1/2020,793,1502,2175,1254,2353,3523,1715,3205,4871,347,1078.636389,731.6363888,626,1943.097222,1317.097222,905,2807.566667,1902.566667,Madison,1943.100093
125378,249055,372733,TX,2/1/2020,441,952,1151,717,1622,1870,994,2293,2589,348,1079.643889,731.6438888,691,2144.640278,1453.640278,1035,3209.645278,2174.645278,El Paso,2144.643148
125378,249055,372733,TX,2/1/2020,441,952,1151,717,1622,1870,994,2293,2589,348,1079.643889,731.6438888,691,2144.640278,1453.640278,1035,3209.645278,2174.645278,San Antonio,2144.643148
125378,249055,372733,TX,2/1/2020,441,952,1151,717,1622,1870,994,2293,2589,348,1079.643889,731.6438888,691,2144.640278,1453.640278,1035,3209.645278,2174.645278,Houston,2144.643148
125378,249055,372733,TX,2/1/2020,441,952,1151,717,1622,1870,994,2293,2589,348,1079.643889,731.6438888,691,2144.640278,1453.640278,1035,3209.645278,2174.645278,Dallas-Fort Worth,2144.643148
125378,249055,372733,TX,2/1/2020,441,952,1151,717,1622,1870,994,2293,2589,348,1079.643889,731.6438888,691,2144.640278,1453.640278,1035,3209.645278,2174.645278,Austin,2144.643148
125442,376325,627208,NY,8/1/2016,340,651,949,1074,1996,3021,1807,3340,5092,348,1080.195,732.195,1045,3240.576389,2195.576389,1742,5400.957778,3658.957778,Syracuse,3240.576389
125442,376325,627208,NY,8/1/2016,340,651,949,1074,1996,3021,1807,3340,5092,348,1080.195,732.195,1045,3240.576389,2195.576389,1742,5400.957778,3658.957778,Buffalo,3240.576389
125442,376325,627208,NY,8/1/2016,340,651,949,1074,1996,3021,1807,3340,5092,348,1080.195,732.195,1045,3240.576389,2195.576389,1742,5400.957778,3658.957778,Rochester,3240.576389
125442,376325,627208,NY,8/1/2016,340,651,949,1074,1996,3021,1807,3340,5092,348,1080.195,732.195,1045,3240.576389,2195.576389,1742,5400.957778,3658.957778,Albany,3240.576389
125442,376325,627208,NY,8/1/2016,340,651,949,1074,1996,3021,1807,3340,5092,348,1080.195,732.195,1045,3240.576389,2195.576389,1742,5400.957778,3658.957778,New York,3240.576389
125513,225516,325520,AZ,3/1/2014,673,2432,3688,850,3716,5610,1027,5000,7533,348,1080.806389,732.8063888,626,1941.943333,1315.943333,904,2803.088889,1899.088889,Tucson,1941.946204
125513,225516,325520,AZ,3/1/2014,673,2432,3688,850,3716,5610,1027,5000,7533,348,1080.806389,732.8063888,626,1941.943333,1315.943333,904,2803.088889,1899.088889,Phoenix,1941.946204
125571,250163,374755,FL,9/1/2016,903,1924,2977,1245,2720,4296,1586,3515,5615,348,1081.305833,733.3058333,694,2154.181389,1460.181389,1040,3227.056944,2187.056944,Jacksonville,2154.181389
125571,250163,374755,FL,9/1/2016,903,1924,2977,1245,2720,4296,1586,3515,5615,348,1081.305833,733.3058333,694,2154.181389,1460.181389,1040,3227.056944,2187.056944,Daytona Beach,2154.181389
125571,250163,374755,FL,9/1/2016,903,1924,2977,1245,2720,4296,1586,3515,5615,348,1081.305833,733.3058333,694,2154.181389,1460.181389,1040,3227.056944,2187.056944,Melbourne,2154.181389
125571,250163,374755,FL,9/1/2016,903,1924,2977,1245,2720,4296,1586,3515,5615,348,1081.305833,733.3058333,694,2154.181389,1460.181389,1040,3227.056944,2187.056944,Lakeland,2154.181389
125571,250163,374755,FL,9/1/2016,903,1924,2977,1245,2720,4296,1586,3515,5615,348,1081.305833,733.3058333,694,2154.181389,1460.181389,1040,3227.056944,2187.056944,Tampa,2154.181389
125571,250163,374755,FL,9/1/2016,903,1924,2977,1245,2720,4296,1586,3515,5615,348,1081.305833,733.3058333,694,2154.181389,1460.181389,1040,3227.056944,2187.056944,Fort Myers,2154.181389
125571,250163,374755,FL,9/1/2016,903,1924,2977,1245,2720,4296,1586,3515,5615,348,1081.305833,733.3058333,694,2154.181389,1460.181389,1040,3227.056944,2187.056944,Orlando,2154.181389
125571,250163,374755,FL,9/1/2016,903,1924,2977,1245,2720,4296,1586,3515,5615,348,1081.305833,733.3058333,694,2154.181389,1460.181389,1040,3227.056944,2187.056944,Port St. Lucie,2154.181389
125571,250163,374755,FL,9/1/2016,903,1924,2977,1245,2720,4296,1586,3515,5615,348,1081.305833,733.3058333,694,2154.181389,1460.181389,1040,3227.056944,2187.056944,North Port-Sarasota-Bradenton,2154.181389
125571,250163,374755,FL,9/1/2016,903,1924,2977,1245,2720,4296,1586,3515,5615,348,1081.305833,733.3058333,694,2154.181389,1460.181389,1040,3227.056944,2187.056944,Miami-Fort Lauderdale,2154.181389
125599,219380,313162,ID,11/1/2015,791,1623,2402,1082,2241,3363,1373,2860,4325,348,1081.546944,733.5469444,609,1889.105556,1280.105556,869,2696.672778,1827.672778,Boise City,1889.108426
125658,225460,325263,AZ,4/1/2014,145,818,2577,-56,794,3660,-257,770,4743,349,1082.055,733.055,626,1941.461111,1315.461111,903,2800.875833,1897.875833,Tucson,1941.463981
125658,225460,325263,AZ,4/1/2014,145,818,2577,-56,794,3660,-257,770,4743,349,1082.055,733.055,626,1941.461111,1315.461111,903,2800.875833,1897.875833,Phoenix,1941.463981
125664,225182,324700,AZ,5/1/2014,6,151,824,-278,-334,516,-563,-820,207,349,1082.106667,733.1066667,625,1939.067222,1314.067222,901,2796.027778,1895.027778,Tucson,1939.067222
125664,225182,324700,AZ,5/1/2014,6,151,824,-278,-334,516,-563,-820,207,349,1082.106667,733.1066667,625,1939.067222,1314.067222,901,2796.027778,1895.027778,Phoenix,1939.067222
125786,223701,321617,MN,3/1/2015,532,1120,1463,809,1788,2209,1087,2456,2955,349,1083.157222,734.1572222,621,1926.314167,1305.314167,893,2769.479722,1876.479722,Minneapolis-St Paul,1926.317037
125811,377565,629320,NY,9/1/2016,369,709,1020,1240,2314,3236,2112,3919,5452,349,1083.3725,734.3725,1048,3251.254167,2203.254167,1748,5419.144444,3671.144444,Syracuse,3251.257037
125811,377565,629320,NY,9/1/2016,369,709,1020,1240,2314,3236,2112,3919,5452,349,1083.3725,734.3725,1048,3251.254167,2203.254167,1748,5419.144444,3671.144444,Buffalo,3251.257037
125811,377565,629320,NY,9/1/2016,369,709,1020,1240,2314,3236,2112,3919,5452,349,1083.3725,734.3725,1048,3251.254167,2203.254167,1748,5419.144444,3671.144444,Rochester,3251.257037
125811,377565,629320,NY,9/1/2016,369,709,1020,1240,2314,3236,2112,3919,5452,349,1083.3725,734.3725,1048,3251.254167,2203.254167,1748,5419.144444,3671.144444,Albany,3251.257037
125811,377565,629320,NY,9/1/2016,369,709,1020,1240,2314,3236,2112,3919,5452,349,1083.3725,734.3725,1048,3251.254167,2203.254167,1748,5419.144444,3671.144444,New York,3251.257037
125812,253656,381501,GA,11/1/2020,1392,2480,3411,2607,4671,6377,3823,6862,9343,349,1083.381111,734.3811111,704,2184.26,1480.26,1059,3285.1475,2226.1475,Augusta,2184.26287
125812,253656,381501,GA,11/1/2020,1392,2480,3411,2607,4671,6377,3823,6862,9343,349,1083.381111,734.3811111,704,2184.26,1480.26,1059,3285.1475,2226.1475,Gainesville,2184.26287
125812,253656,381501,GA,11/1/2020,1392,2480,3411,2607,4671,6377,3823,6862,9343,349,1083.381111,734.3811111,704,2184.26,1480.26,1059,3285.1475,2226.1475,Atlanta,2184.26287
125844,258203,390563,PA,4/1/2021,1812,3441,4975,3680,6969,9972,5548,10497,14969,349,1083.656667,734.6566667,717,2223.414722,1506.414722,1084,3363.181389,2279.181389,Scranton,2223.417593
125844,258203,390563,PA,4/1/2021,1812,3441,4975,3680,6969,9972,5548,10497,14969,349,1083.656667,734.6566667,717,2223.414722,1506.414722,1084,3363.181389,2279.181389,Harrisburg,2223.417593
125844,258203,390563,PA,4/1/2021,1812,3441,4975,3680,6969,9972,5548,10497,14969,349,1083.656667,734.6566667,717,2223.414722,1506.414722,1084,3363.181389,2279.181389,Pittsburgh,2223.417593
125844,258203,390563,PA,4/1/2021,1812,3441,4975,3680,6969,9972,5548,10497,14969,349,1083.656667,734.6566667,717,2223.414722,1506.414722,1084,3363.181389,2279.181389,Allentown,2223.417593
125844,258203,390563,PA,4/1/2021,1812,3441,4975,3680,6969,9972,5548,10497,14969,349,1083.656667,734.6566667,717,2223.414722,1506.414722,1084,3363.181389,2279.181389,Philadelphia,2223.417593
125882,225332,324782,AZ,6/1/2014,218,224,369,150,-128,-184,82,-481,-738,349,1083.983889,734.9838888,625,1940.358889,1315.358889,902,2796.733889,1894.733889,Tucson,1940.358889
125882,225332,324782,AZ,6/1/2014,218,224,369,150,-128,-184,82,-481,-738,349,1083.983889,734.9838888,625,1940.358889,1315.358889,902,2796.733889,1894.733889,Phoenix,1940.358889
125905,225104,324303,AZ,7/1/2014,23,241,247,-228,-78,-356,-479,-397,-960,349,1084.181944,735.1819444,625,1938.395556,1313.395556,900,2792.609167,1892.609167,Tucson,1938.395556
125905,225104,324303,AZ,7/1/2014,23,241,247,-228,-78,-356,-479,-397,-960,349,1084.181944,735.1819444,625,1938.395556,1313.395556,900,2792.609167,1892.609167,Phoenix,1938.395556
126002,228221,330440,NM,12/1/2018,835,1611,2550,1500,2849,4470,2164,4086,6390,350,1085.017222,735.0172222,633,1965.236389,1332.236389,917,2845.455556,1928.455556,Albuquerque,1965.236389
126008,258150,390293,NC,12/1/2020,1419,2697,3861,2756,5189,7411,4093,7681,10962,350,1085.068889,735.0688888,717,2222.958333,1505.958333,1084,3360.856389,2276.856389,Greensboro,2222.961204
126008,258150,390293,NC,12/1/2020,1419,2697,3861,2756,5189,7411,4093,7681,10962,350,1085.068889,735.0688888,717,2222.958333,1505.958333,1084,3360.856389,2276.856389,Winston-Salem,2222.961204
126008,258150,390293,NC,12/1/2020,1419,2697,3861,2756,5189,7411,4093,7681,10962,350,1085.068889,735.0688888,717,2222.958333,1505.958333,1084,3360.856389,2276.856389,Durham,2222.961204
126008,258150,390293,NC,12/1/2020,1419,2697,3861,2756,5189,7411,4093,7681,10962,350,1085.068889,735.0688888,717,2222.958333,1505.958333,1084,3360.856389,2276.856389,Raleigh,2222.961204
126008,258150,390293,NC,12/1/2020,1419,2697,3861,2756,5189,7411,4093,7681,10962,350,1085.068889,735.0688888,717,2222.958333,1505.958333,1084,3360.856389,2276.856389,Charlotte,2222.961204
126011,250135,374260,TX,3/1/2020,633,1074,1585,1080,1797,2702,1527,2521,3820,350,1085.094722,735.0947222,694,2153.940278,1459.940278,1039,3222.794444,2183.794444,El Paso,2153.943148
126011,250135,374260,TX,3/1/2020,633,1074,1585,1080,1797,2702,1527,2521,3820,350,1085.094722,735.0947222,694,2153.940278,1459.940278,1039,3222.794444,2183.794444,San Antonio,2153.943148
126011,250135,374260,TX,3/1/2020,633,1074,1585,1080,1797,2702,1527,2521,3820,350,1085.094722,735.0947222,694,2153.940278,1459.940278,1039,3222.794444,2183.794444,Houston,2153.943148
126011,250135,374260,TX,3/1/2020,633,1074,1585,1080,1797,2702,1527,2521,3820,350,1085.094722,735.0947222,694,2153.940278,1459.940278,1039,3222.794444,2183.794444,Dallas-Fort Worth,2153.943148
126011,250135,374260,TX,3/1/2020,633,1074,1585,1080,1797,2702,1527,2521,3820,350,1085.094722,735.0947222,694,2153.940278,1459.940278,1039,3222.794444,2183.794444,Austin,2153.943148
126070,224868,323666,AZ,9/1/2014,-19,165,188,-310,-236,-464,-601,-637,-1116,350,1085.602778,735.6027778,624,1936.363333,1312.363333,899,2787.123889,1888.123889,Tucson,1936.363333
126070,224868,323666,AZ,9/1/2014,-19,165,188,-310,-236,-464,-601,-637,-1116,350,1085.602778,735.6027778,624,1936.363333,1312.363333,899,2787.123889,1888.123889,Phoenix,1936.363333
126089,225178,324267,AZ,8/1/2014,184,207,425,74,-154,-4,-36,-515,-433,350,1085.766389,735.7663888,625,1939.032778,1314.032778,900,2792.299167,1892.299167,Tucson,1939.032778
126089,225178,324267,AZ,8/1/2014,184,207,425,74,-154,-4,-36,-515,-433,350,1085.766389,735.7663888,625,1939.032778,1314.032778,900,2792.299167,1892.299167,Phoenix,1939.032778
126103,226966,327830,WI,7/1/2020,842,1635,2344,1316,2570,3669,1790,3505,4995,350,1085.886944,735.8869444,630,1954.429444,1324.429444,910,2822.980556,1912.980556,Milwaukee,1954.432315
126103,226966,327830,WI,7/1/2020,842,1635,2344,1316,2570,3669,1790,3505,4995,350,1085.886944,735.8869444,630,1954.429444,1324.429444,910,2822.980556,1912.980556,Madison,1954.432315
126266,378852,631438,NY,10/1/2016,455,824,1164,1287,2527,3601,2118,4230,6037,350,1087.290556,737.2905555,1052,3262.336667,2210.336667,1753,5437.382778,3684.382778,Syracuse,3262.336667
126266,378852,631438,NY,10/1/2016,455,824,1164,1287,2527,3601,2118,4230,6037,350,1087.290556,737.2905555,1052,3262.336667,2210.336667,1753,5437.382778,3684.382778,Buffalo,3262.336667
126266,378852,631438,NY,10/1/2016,455,824,1164,1287,2527,3601,2118,4230,6037,350,1087.290556,737.2905555,1052,3262.336667,2210.336667,1753,5437.382778,3684.382778,Rochester,3262.336667
126266,378852,631438,NY,10/1/2016,455,824,1164,1287,2527,3601,2118,4230,6037,350,1087.290556,737.2905555,1052,3262.336667,2210.336667,1753,5437.382778,3684.382778,Albany,3262.336667
126266,378852,631438,NY,10/1/2016,455,824,1164,1287,2527,3601,2118,4230,6037,350,1087.290556,737.2905555,1052,3262.336667,2210.336667,1753,5437.382778,3684.382778,New York,3262.336667
126406,251319,376233,FL,10/1/2016,835,1738,2759,1156,2401,3876,1478,3064,4993,351,1088.496111,737.4961111,698,2164.135833,1466.135833,1045,3239.784167,2194.784167,Jacksonville,2164.138704
126406,251319,376233,FL,10/1/2016,835,1738,2759,1156,2401,3876,1478,3064,4993,351,1088.496111,737.4961111,698,2164.135833,1466.135833,1045,3239.784167,2194.784167,Daytona Beach,2164.138704
126406,251319,376233,FL,10/1/2016,835,1738,2759,1156,2401,3876,1478,3064,4993,351,1088.496111,737.4961111,698,2164.135833,1466.135833,1045,3239.784167,2194.784167,Lakeland,2164.138704
126406,251319,376233,FL,10/1/2016,835,1738,2759,1156,2401,3876,1478,3064,4993,351,1088.496111,737.4961111,698,2164.135833,1466.135833,1045,3239.784167,2194.784167,Melbourne,2164.138704
126406,251319,376233,FL,10/1/2016,835,1738,2759,1156,2401,3876,1478,3064,4993,351,1088.496111,737.4961111,698,2164.135833,1466.135833,1045,3239.784167,2194.784167,Tampa,2164.138704
126406,251319,376233,FL,10/1/2016,835,1738,2759,1156,2401,3876,1478,3064,4993,351,1088.496111,737.4961111,698,2164.135833,1466.135833,1045,3239.784167,2194.784167,Fort Myers,2164.138704
126406,251319,376233,FL,10/1/2016,835,1738,2759,1156,2401,3876,1478,3064,4993,351,1088.496111,737.4961111,698,2164.135833,1466.135833,1045,3239.784167,2194.784167,Orlando,2164.138704
126406,251319,376233,FL,10/1/2016,835,1738,2759,1156,2401,3876,1478,3064,4993,351,1088.496111,737.4961111,698,2164.135833,1466.135833,1045,3239.784167,2194.784167,Port St. Lucie,2164.138704
126406,251319,376233,FL,10/1/2016,835,1738,2759,1156,2401,3876,1478,3064,4993,351,1088.496111,737.4961111,698,2164.135833,1466.135833,1045,3239.784167,2194.784167,North Port-Sarasota-Bradenton,2164.138704
126406,251319,376233,FL,10/1/2016,835,1738,2759,1156,2401,3876,1478,3064,4993,351,1088.496111,737.4961111,698,2164.135833,1466.135833,1045,3239.784167,2194.784167,Miami-Fort Lauderdale,2164.138704
126450,224815,323181,MN,4/1/2015,664,1196,1784,1114,1923,2902,1564,2651,4020,351,1088.875,737.875,624,1935.906944,1311.906944,897,2782.9475,1885.9475,Minneapolis-St Paul,1935.909815
126465,225374,324284,AZ,10/1/2014,395,376,560,506,196,270,618,17,-19,351,1089.004167,738.0041667,626,1940.720556,1314.720556,900,2792.445556,1892.445556,Tucson,1940.723426
126465,225374,324284,AZ,10/1/2014,395,376,560,506,196,270,618,17,-19,351,1089.004167,738.0041667,626,1940.720556,1314.720556,900,2792.445556,1892.445556,Phoenix,1940.723426
126524,250922,375321,TX,4/1/2020,513,1146,1587,787,1867,2584,1061,2588,3582,351,1089.512222,738.5122222,697,2160.717222,1463.717222,1042,3231.930833,2189.930833,El Paso,2160.720092
126524,250922,375321,TX,4/1/2020,513,1146,1587,787,1867,2584,1061,2588,3582,351,1089.512222,738.5122222,697,2160.717222,1463.717222,1042,3231.930833,2189.930833,San Antonio,2160.720092
126524,250922,375321,TX,4/1/2020,513,1146,1587,787,1867,2584,1061,2588,3582,351,1089.512222,738.5122222,697,2160.717222,1463.717222,1042,3231.930833,2189.930833,Houston,2160.720092
126524,250922,375321,TX,4/1/2020,513,1146,1587,787,1867,2584,1061,2588,3582,351,1089.512222,738.5122222,697,2160.717222,1463.717222,1042,3231.930833,2189.930833,Austin,2160.720092
126524,250922,375321,TX,4/1/2020,513,1146,1587,787,1867,2584,1061,2588,3582,351,1089.512222,738.5122222,697,2160.717222,1463.717222,1042,3231.930833,2189.930833,Dallas-Fort Worth,2160.720092
126566,220822,315078,ID,12/1/2015,967,1758,2590,1442,2524,3683,1916,3289,4776,351,1089.873889,738.8738888,613,1901.522778,1288.522778,875,2713.171667,1838.171667,Boise City,1901.522778
126733,380283,633834,NY,11/1/2016,467,922,1291,1431,2718,3958,2396,4514,6626,352,1091.311944,739.3119444,1056,3274.659167,2218.659167,1760,5458.015,3698.015,Buffalo,3274.662037
126733,380283,633834,NY,11/1/2016,467,922,1291,1431,2718,3958,2396,4514,6626,352,1091.311944,739.3119444,1056,3274.659167,2218.659167,1760,5458.015,3698.015,Syracuse,3274.662037
126733,380283,633834,NY,11/1/2016,467,922,1291,1431,2718,3958,2396,4514,6626,352,1091.311944,739.3119444,1056,3274.659167,2218.659167,1760,5458.015,3698.015,Rochester,3274.662037
