BottomTier,MiddleTier,TopTier,Lstate1,Date1,B_DiffPrevMonth,B_60DayChange,B_90DayChange,M_DiffPrevMonth,M_60DayChange,M_90DayChange,T_DiffPrevMonth,T_60DayChange,T_90DayChange,B_PrincipalMonthly,B_AvgMortgage,B_InterestMonthly,M_PrincipalMonthly,M_AvgMortgage,M_InterestMonthly,T_PrincipalMonthly,T_AvgMortgage,T_InterestMonthly,R_Monthly,CityName,R_DiffPrevMonth,R_60DayChange,R_90DayChange
86426,191044,295662,SC,9/1/2015,269,554,860,507,1057,1738,744,1559,2615,240,744.2238888,504.2238888,530,1645.101111,1115.101111,821,2545.978333,1724.978333,973,Greenville,-2,-280,-297
86426,191044,295662,SC,9/1/2015,269,554,860,507,1057,1738,744,1559,2615,240,744.2238888,504.2238888,530,1645.101111,1115.101111,821,2545.978333,1724.978333,975,Columbia,-278,-295,-6
86426,191044,295662,SC,9/1/2015,269,554,860,507,1057,1738,744,1559,2615,240,744.2238888,504.2238888,530,1645.101111,1115.101111,821,2545.978333,1724.978333,1253,Charleston,-17,272,285
86503,186586,286670,NC,1/1/2014,265,584,819,575,1239,1797,885,1895,2776,240,744.8869444,504.8869444,518,1606.712778,1088.712778,796,2468.547222,1672.547222,964,Greensboro,-133,-55,-111
86503,186586,286670,NC,1/1/2014,265,584,819,575,1239,1797,885,1895,2776,240,744.8869444,504.8869444,518,1606.712778,1088.712778,796,2468.547222,1672.547222,1019,Winston-Salem,-56,,
86503,186586,286670,NC,1/1/2014,265,584,819,575,1239,1797,885,1895,2776,240,744.8869444,504.8869444,518,1606.712778,1088.712778,796,2468.547222,1672.547222,1075,Charlotte,,,
86503,186586,286670,NC,1/1/2014,265,584,819,575,1239,1797,885,1895,2776,240,744.8869444,504.8869444,518,1606.712778,1088.712778,796,2468.547222,1672.547222,1097,Durham,78,22,
86503,186586,286670,NC,1/1/2014,265,584,819,575,1239,1797,885,1895,2776,240,744.8869444,504.8869444,518,1606.712778,1088.712778,796,2468.547222,1672.547222,1105,Raleigh,141,8,86
86505,183462,280420,TX,4/1/2014,433,893,1412,923,1907,3019,1414,2921,4627,240,744.9041667,504.9041667,509,1579.811667,1070.811667,778,2414.727778,1636.727778,977,San Antonio,-165,-147,8
86505,183462,280420,TX,4/1/2014,433,893,1412,923,1907,3019,1414,2921,4627,240,744.9041667,504.9041667,509,1579.811667,1070.811667,778,2414.727778,1636.727778,1010,El Paso,-172,33,-132
86505,183462,280420,TX,4/1/2014,433,893,1412,923,1907,3019,1414,2921,4627,240,744.9041667,504.9041667,509,1579.811667,1070.811667,778,2414.727778,1636.727778,1119,Dallas-Fort Worth,109,-63,142
86505,183462,280420,TX,4/1/2014,433,893,1412,923,1907,3019,1414,2921,4627,240,744.9041667,504.9041667,509,1579.811667,1070.811667,778,2414.727778,1636.727778,1142,Austin,18,173,-6
86505,183462,280420,TX,4/1/2014,433,893,1412,923,1907,3019,1414,2921,4627,240,744.9041667,504.9041667,509,1579.811667,1070.811667,778,2414.727778,1636.727778,1182,Houston,205,40,58
86514,186123,285732,GA,7/1/2015,468,966,1459,903,1977,2970,1338,2987,4481,240,744.9816667,504.9816667,517,1602.725833,1085.725833,793,2460.47,1667.47,940,Augusta,-6,-240,-9
86514,186123,285732,GA,7/1/2015,468,966,1459,903,1977,2970,1338,2987,4481,240,744.9816667,504.9816667,517,1602.725833,1085.725833,793,2460.47,1667.47,963,Gainesville,-226,23,17
86514,186123,285732,GA,7/1/2015,468,966,1459,903,1977,2970,1338,2987,4481,240,744.9816667,504.9816667,517,1602.725833,1085.725833,793,2460.47,1667.47,1189,Atlanta,249,243,9
86550,183315,280080,LA,8/1/2016,278,611,968,486,1061,1739,694,1511,2510,240,745.2916667,505.2916667,509,1578.545833,1069.545833,778,2411.8,1633.8,1107,New Orleans,0,-48,-55
86550,183315,280080,LA,8/1/2016,278,611,968,486,1061,1739,694,1511,2510,240,745.2916667,505.2916667,509,1578.545833,1069.545833,778,2411.8,1633.8,1154,Baton Rouge,47,47,-1
86573,182328,278084,MO,1/1/2019,495,939,1244,939,1750,2272,1384,2561,3301,240,745.4897222,505.4897222,506,1570.046667,1064.046667,772,2394.612222,1622.612222,1055,Kansas City,-2,-18,-18
86573,182328,278084,MO,1/1/2019,495,939,1244,939,1750,2272,1384,2561,3301,240,745.4897222,505.4897222,506,1570.046667,1064.046667,772,2394.612222,1622.612222,1076,St. Louis,21,19,3
86654,175483,264313,IN,8/1/2019,439,861,1314,733,1440,2207,1028,2019,3101,240,746.1872222,506.1872222,487,1511.103611,1024.103611,734,2276.028611,1542.028611,1171,Indianapolis,5,9,16
86738,193102,299466,MI,12/1/2018,507,926,1409,860,1530,2267,1213,2133,3125,240,746.9105555,506.9105555,536,1662.822778,1126.822778,831,2578.735,1747.735,1122,Grand Rapids,1,-27,-26
86738,193102,299466,MI,12/1/2018,507,926,1409,860,1530,2267,1213,2133,3125,240,746.9105555,506.9105555,536,1662.822778,1126.822778,831,2578.735,1747.735,1143,Detroit,21,22,-6
86746,191627,296509,SC,10/1/2015,320,589,874,583,1090,1640,847,1591,2406,240,746.9794444,506.9794444,532,1650.121389,1118.121389,823,2553.271944,1730.271944,973,Greenville,0,-2,-280
86746,191627,296509,SC,10/1/2015,320,589,874,583,1090,1640,847,1591,2406,240,746.9794444,506.9794444,532,1650.121389,1118.121389,823,2553.271944,1730.271944,975,Columbia,2,2,0
86746,191627,296509,SC,10/1/2015,320,589,874,583,1090,1640,847,1591,2406,240,746.9794444,506.9794444,532,1650.121389,1118.121389,823,2553.271944,1730.271944,1270,Charleston,295,297,297
86772,187180,287588,NC,2/1/2014,269,534,853,594,1169,1833,918,1803,2813,241,747.2033333,506.2033333,519,1611.827778,1092.827778,798,2476.452222,1678.452222,982,Greensboro,-136,-123,18
86772,187180,287588,NC,2/1/2014,269,534,853,594,1169,1833,918,1803,2813,241,747.2033333,506.2033333,519,1611.827778,1092.827778,798,2476.452222,1678.452222,1065,Winston-Salem,-42,83,-53
86772,187180,287588,NC,2/1/2014,269,534,853,594,1169,1833,918,1803,2813,241,747.2033333,506.2033333,519,1611.827778,1092.827778,798,2476.452222,1678.452222,1080,Charlotte,15,-27,98
86772,187180,287588,NC,2/1/2014,269,534,853,594,1169,1833,918,1803,2813,241,747.2033333,506.2033333,519,1611.827778,1092.827778,798,2476.452222,1678.452222,1107,Durham,125,-11,2
86772,187180,287588,NC,2/1/2014,269,534,853,594,1169,1833,918,1803,2813,241,747.2033333,506.2033333,519,1611.827778,1092.827778,798,2476.452222,1678.452222,1118,Raleigh,13,154,21
86816,183739,280662,LA,9/1/2016,266,544,877,424,910,1485,582,1276,2093,241,747.5822222,506.5822222,510,1582.196944,1072.196944,779,2416.811667,1637.811667,1114,New Orleans,-58,-40,7
86816,183739,280662,LA,9/1/2016,266,544,877,424,910,1485,582,1276,2093,241,747.5822222,506.5822222,510,1582.196944,1072.196944,779,2416.811667,1637.811667,1172,Baton Rouge,18,65,65
86833,167577,248321,NE,1/1/2017,510,1007,1499,857,1696,2501,1204,2385,3503,241,747.7286111,506.7286111,465,1443.024167,978.0241667,689,2138.319722,1449.319722,934,Omaha,0,-2,-3
86852,182545,278238,OH,6/1/2020,615,1202,1741,1101,2133,3125,1586,3063,4509,241,747.8922222,506.8922222,507,1571.915278,1064.915278,772,2395.938333,1623.938333,699,Youngstown,-278,-267,2
86852,182545,278238,OH,6/1/2020,615,1202,1741,1101,2133,3125,1586,3063,4509,241,747.8922222,506.8922222,507,1571.915278,1064.915278,772,2395.938333,1623.938333,934,Akron,-265,-228,-69
86852,182545,278238,OH,6/1/2020,615,1202,1741,1101,2133,3125,1586,3063,4509,241,747.8922222,506.8922222,507,1571.915278,1064.915278,772,2395.938333,1623.938333,977,Toledo,11,280,-270
86852,182545,278238,OH,6/1/2020,615,1202,1741,1101,2133,3125,1586,3063,4509,241,747.8922222,506.8922222,507,1571.915278,1064.915278,772,2395.938333,1623.938333,1003,Dayton,-246,304,26
86852,182545,278238,OH,6/1/2020,615,1202,1741,1101,2133,3125,1586,3063,4509,241,747.8922222,506.8922222,507,1571.915278,1064.915278,772,2395.938333,1623.938333,1162,Cleveland,159,-87,463
86852,182545,278238,OH,6/1/2020,615,1202,1741,1101,2133,3125,1586,3063,4509,241,747.8922222,506.8922222,507,1571.915278,1064.915278,772,2395.938333,1623.938333,1199,Cincinnati,37,196,-50
86852,182545,278238,OH,6/1/2020,615,1202,1741,1101,2133,3125,1586,3063,4509,241,747.8922222,506.8922222,507,1571.915278,1064.915278,772,2395.938333,1623.938333,1249,Columbus,550,272,283
86918,197699,308480,TN,10/1/2017,519,1054,1643,1018,2085,3330,1516,3115,5017,241,748.4605555,507.4605555,549,1702.408056,1153.408056,856,2656.355556,1800.355556,1073,Knoxville,-343,-85,-86
86918,197699,308480,TN,10/1/2017,519,1054,1643,1018,2085,3330,1516,3115,5017,241,748.4605555,507.4605555,549,1702.408056,1153.408056,856,2656.355556,1800.355556,1091,Chattanooga,18,-325,-67
86918,197699,308480,TN,10/1/2017,519,1054,1643,1018,2085,3330,1516,3115,5017,241,748.4605555,507.4605555,549,1702.408056,1153.408056,856,2656.355556,1800.355556,1158,Memphis,-1,-273,84
86918,197699,308480,TN,10/1/2017,519,1054,1643,1018,2085,3330,1516,3115,5017,241,748.4605555,507.4605555,549,1702.408056,1153.408056,856,2656.355556,1800.355556,1416,Nashville,258,257,-15
86937,187573,288209,NC,3/1/2014,165,434,699,393,987,1562,621,1539,2424,241,748.6241667,507.6241667,521,1615.211944,1094.211944,800,2481.799722,1681.799722,979,Greensboro,-119,-65,-103
86937,187573,288209,NC,3/1/2014,165,434,699,393,987,1562,621,1539,2424,241,748.6241667,507.6241667,521,1615.211944,1094.211944,800,2481.799722,1681.799722,1044,Winston-Salem,-38,-36,-21
86937,187573,288209,NC,3/1/2014,165,434,699,393,987,1562,621,1539,2424,241,748.6241667,507.6241667,521,1615.211944,1094.211944,800,2481.799722,1681.799722,1082,Charlotte,2,17,-25
86937,187573,288209,NC,3/1/2014,165,434,699,393,987,1562,621,1539,2424,241,748.6241667,507.6241667,521,1615.211944,1094.211944,800,2481.799722,1681.799722,1098,Durham,54,16,18
86937,187573,288209,NC,3/1/2014,165,434,699,393,987,1562,621,1539,2424,241,748.6241667,507.6241667,521,1615.211944,1094.211944,800,2481.799722,1681.799722,1113,Raleigh,134,15,69
86940,186966,286992,GA,8/1/2015,426,894,1392,843,1746,2820,1260,2598,4247,241,748.65,507.65,519,1609.985,1090.985,797,2471.32,1674.32,941,Augusta,-251,-22,-22
86940,186966,286992,GA,8/1/2015,426,894,1392,843,1746,2820,1260,2598,4247,241,748.65,507.65,519,1609.985,1090.985,797,2471.32,1674.32,963,Gainesville,0,-226,23
86940,186966,286992,GA,8/1/2015,426,894,1392,843,1746,2820,1260,2598,4247,241,748.65,507.65,519,1609.985,1090.985,797,2471.32,1674.32,1192,Atlanta,229,229,3
86971,184407,281843,TX,5/1/2014,466,899,1359,945,1868,2852,1423,2837,4344,241,748.9169444,507.9169444,512,1587.949167,1075.949167,782,2426.981389,1644.981389,994,San Antonio,-223,-21,-144
86971,184407,281843,TX,5/1/2014,466,899,1359,945,1868,2852,1423,2837,4344,241,748.9169444,507.9169444,512,1587.949167,1075.949167,782,2426.981389,1644.981389,1015,El Paso,-123,-104,5
86971,184407,281843,TX,5/1/2014,466,899,1359,945,1868,2852,1423,2837,4344,241,748.9169444,507.9169444,512,1587.949167,1075.949167,782,2426.981389,1644.981389,1138,Dallas-Fort Worth,19,128,-44
86971,184407,281843,TX,5/1/2014,466,899,1359,945,1868,2852,1423,2837,4344,241,748.9169444,507.9169444,512,1587.949167,1075.949167,782,2426.981389,1644.981389,1165,Austin,171,-52,150
86971,184407,281843,TX,5/1/2014,466,899,1359,945,1868,2852,1423,2837,4344,241,748.9169444,507.9169444,512,1587.949167,1075.949167,782,2426.981389,1644.981389,1217,Houston,202,79,98
86983,180235,273488,IA,2/1/2021,586,1074,1511,1220,2205,3084,1855,3336,4657,241,749.0202778,508.0202778,500,1552.023611,1052.023611,759,2355.035556,1596.035556,1108,Des Moines,-4,-8,-18
87006,184116,281226,LA,10/1/2016,190,456,734,377,801,1287,564,1146,1840,241,749.2183333,508.2183333,511,1585.443333,1074.443333,781,2421.668333,1640.668333,1118,New Orleans,4,-54,-36
87006,184116,281226,LA,10/1/2016,190,456,734,377,801,1287,564,1146,1840,241,749.2183333,508.2183333,511,1585.443333,1074.443333,781,2421.668333,1640.668333,1185,Baton Rouge,67,71,13
87074,187835,288596,NC,4/1/2014,137,302,571,262,655,1249,387,1008,1926,241,749.8038888,508.8038888,521,1617.468056,1096.468056,801,2485.132222,1684.132222,988,Greensboro,-127,-125,9
87074,187835,288596,NC,4/1/2014,137,302,571,262,655,1249,387,1008,1926,241,749.8038888,508.8038888,521,1617.468056,1096.468056,801,2485.132222,1684.132222,1044,Winston-Salem,-77,56,-71
87074,187835,288596,NC,4/1/2014,137,302,571,262,655,1249,387,1008,1926,241,749.8038888,508.8038888,521,1617.468056,1096.468056,801,2485.132222,1684.132222,1090,Charlotte,46,-31,102
87074,187835,288596,NC,4/1/2014,137,302,571,262,655,1249,387,1008,1926,241,749.8038888,508.8038888,521,1617.468056,1096.468056,801,2485.132222,1684.132222,1115,Raleigh,2,136,17
87074,187835,288596,NC,4/1/2014,137,302,571,262,655,1249,387,1008,1926,241,749.8038888,508.8038888,521,1617.468056,1096.468056,801,2485.132222,1684.132222,1121,Durham,133,6,8
87082,183282,279483,MO,2/1/2019,509,1004,1448,954,1893,2704,1399,2783,3960,241,749.8727778,508.8727778,509,1578.261667,1069.261667,776,2406.659167,1630.659167,1062,Kansas City,-20,-14,7
87082,183282,279483,MO,2/1/2019,509,1004,1448,954,1893,2704,1399,2783,3960,241,749.8727778,508.8727778,509,1578.261667,1069.261667,776,2406.659167,1630.659167,1082,St. Louis,6,27,25
87098,176263,265428,IN,9/1/2019,444,883,1305,780,1513,2220,1115,2143,3134,241,750.0105555,509.0105555,489,1517.820278,1028.820278,737,2285.63,1548.63,1167,Indianapolis,-4,1,5
87120,192306,297492,SC,11/1/2015,374,694,963,679,1262,1769,983,1830,2574,242,750.2,508.2,534,1655.968333,1121.968333,826,2561.736667,1735.736667,967,Columbia,-304,-303,-8
87120,192306,297492,SC,11/1/2015,374,694,963,679,1262,1769,983,1830,2574,242,750.2,508.2,534,1655.968333,1121.968333,826,2561.736667,1735.736667,977,Greenville,10,-294,-293
87120,192306,297492,SC,11/1/2015,374,694,963,679,1262,1769,983,1830,2574,242,750.2,508.2,534,1655.968333,1121.968333,826,2561.736667,1735.736667,1271,Charleston,1,296,298
87171,184429,281688,LA,11/1/2016,165,355,621,313,690,1114,462,1026,1608,242,750.6391667,508.6391667,512,1588.138611,1076.138611,782,2425.646667,1643.646667,1113,New Orleans,-83,-72,-5
87171,184429,281688,LA,11/1/2016,165,355,621,313,690,1114,462,1026,1608,242,750.6391667,508.6391667,512,1588.138611,1076.138611,782,2425.646667,1643.646667,1196,Baton Rouge,11,78,82
87198,188061,288925,NC,5/1/2014,124,261,426,226,488,881,329,716,1337,242,750.8716667,508.8716667,522,1619.414167,1097.414167,802,2487.965278,1685.965278,997,Greensboro,-141,-59,-109
87198,188061,288925,NC,5/1/2014,124,261,426,226,488,881,329,716,1337,242,750.8716667,508.8716667,522,1619.414167,1097.414167,802,2487.965278,1685.965278,1056,Winston-Salem,-50,-34,12
87198,188061,288925,NC,5/1/2014,124,261,426,226,488,881,329,716,1337,242,750.8716667,508.8716667,522,1619.414167,1097.414167,802,2487.965278,1685.965278,1106,Charlotte,16,62,-15
87198,188061,288925,NC,5/1/2014,124,261,426,226,488,881,329,716,1337,242,750.8716667,508.8716667,522,1619.414167,1097.414167,802,2487.965278,1685.965278,1130,Raleigh,133,-8,74
87198,188061,288925,NC,5/1/2014,124,261,426,226,488,881,329,716,1337,242,750.8716667,508.8716667,522,1619.414167,1097.414167,802,2487.965278,1685.965278,1138,Durham,82,32,48
87204,193920,300636,MI,1/1/2019,466,973,1392,818,1678,2348,1170,2383,3303,242,750.9233333,508.9233333,538,1669.866667,1131.866667,835,2588.81,1753.81,1127,Grand Rapids,-18,-16,5
87204,193920,300636,MI,1/1/2019,466,973,1392,818,1678,2348,1170,2383,3303,242,750.9233333,508.9233333,538,1669.866667,1131.866667,835,2588.81,1753.81,1145,Detroit,2,23,24
87260,184567,281874,LA,12/1/2016,89,254,444,138,451,828,186,648,1212,242,751.4055555,509.4055555,512,1589.326944,1077.326944,782,2427.248333,1645.248333,1125,New Orleans,12,-71,-60
87260,184567,281874,LA,12/1/2016,89,254,444,138,451,828,186,648,1212,242,751.4055555,509.4055555,512,1589.326944,1077.326944,782,2427.248333,1645.248333,1191,Baton Rouge,66,78,-5
87302,188256,289210,NC,6/1/2014,104,228,365,195,421,683,285,614,1001,242,751.7672222,509.7672222,522,1621.093333,1099.093333,803,2490.419444,1687.419444,1000,Greensboro,-145,-130,3
87302,188256,289210,NC,6/1/2014,104,228,365,195,421,683,285,614,1001,242,751.7672222,509.7672222,522,1621.093333,1099.093333,803,2490.419444,1687.419444,1060,Winston-Salem,-81,60,-85
87302,188256,289210,NC,6/1/2014,104,228,365,195,421,683,285,614,1001,242,751.7672222,509.7672222,522,1621.093333,1099.093333,803,2490.419444,1687.419444,1120,Charlotte,60,-21,120
87302,188256,289210,NC,6/1/2014,104,228,365,195,421,683,285,614,1001,242,751.7672222,509.7672222,522,1621.093333,1099.093333,803,2490.419444,1687.419444,1141,Durham,141,-4,11
87302,188256,289210,NC,6/1/2014,104,228,365,195,421,683,285,614,1001,242,751.7672222,509.7672222,522,1621.093333,1099.093333,803,2490.419444,1687.419444,1145,Raleigh,15,148,7
87360,187793,288227,GA,9/1/2015,420,846,1314,827,1670,2573,1235,2495,3833,242,752.2666667,510.2666667,521,1617.106389,1096.106389,800,2481.954722,1681.954722,942,Augusta,1,-250,-21
87360,187793,288227,GA,9/1/2015,420,846,1314,827,1670,2573,1235,2495,3833,242,752.2666667,510.2666667,521,1617.106389,1096.106389,800,2481.954722,1681.954722,983,Gainesville,-206,41,42
87360,187793,288227,GA,9/1/2015,420,846,1314,827,1670,2573,1235,2495,3833,242,752.2666667,510.2666667,521,1617.106389,1096.106389,800,2481.954722,1681.954722,1189,Atlanta,247,248,-3
87386,188450,289514,NC,7/1/2014,84,188,312,194,389,615,304,589,918,242,752.4905555,510.4905555,523,1622.763889,1099.763889,804,2493.037222,1689.037222,1007,Greensboro,-141,-64,-119
87386,188450,289514,NC,7/1/2014,84,188,312,194,389,615,304,589,918,242,752.4905555,510.4905555,523,1622.763889,1099.763889,804,2493.037222,1689.037222,1071,Winston-Salem,-55,-49,11
87386,188450,289514,NC,7/1/2014,84,188,312,194,389,615,304,589,918,242,752.4905555,510.4905555,523,1622.763889,1099.763889,804,2493.037222,1689.037222,1126,Charlotte,6,66,-15
87386,188450,289514,NC,7/1/2014,84,188,312,194,389,615,304,589,918,242,752.4905555,510.4905555,523,1622.763889,1099.763889,804,2493.037222,1689.037222,1148,Durham,77,22,28
87386,188450,289514,NC,7/1/2014,84,188,312,194,389,615,304,589,918,242,752.4905555,510.4905555,523,1622.763889,1099.763889,804,2493.037222,1689.037222,1151,Raleigh,144,3,80
87409,184722,282035,LA,1/1/2017,149,238,403,155,293,606,161,347,809,242,752.6886111,510.6886111,513,1590.661667,1077.661667,783,2428.634722,1645.634722,1114,New Orleans,-78,-77,-11
87409,184722,282035,LA,1/1/2017,149,238,403,155,293,606,161,347,809,242,752.6886111,510.6886111,513,1590.661667,1077.661667,783,2428.634722,1645.634722,1192,Baton Rouge,1,67,79
87428,198743,310059,TN,11/1/2017,510,1029,1564,1044,2062,3129,1579,3095,4694,242,752.8522222,510.8522222,552,1711.398056,1159.398056,861,2669.9525,1808.9525,1078,Knoxville,-6,-13,5
87428,198743,310059,TN,11/1/2017,510,1029,1564,1044,2062,3129,1579,3095,4694,242,752.8522222,510.8522222,552,1711.398056,1159.398056,861,2669.9525,1808.9525,1084,Chattanooga,-7,11,-332
87428,198743,310059,TN,11/1/2017,510,1029,1564,1044,2062,3129,1579,3095,4694,242,752.8522222,510.8522222,552,1711.398056,1159.398056,861,2669.9525,1808.9525,1159,Memphis,-251,81,75
87428,198743,310059,TN,11/1/2017,510,1029,1564,1044,2062,3129,1579,3095,4694,242,752.8522222,510.8522222,552,1711.398056,1159.398056,861,2669.9525,1808.9525,1410,Nashville,332,326,319
87435,168661,249888,NE,2/1/2017,602,1112,1609,1084,1941,2780,1567,2771,3952,242,752.9125,510.9125,468,1452.358611,984.3586111,694,2151.813333,1457.813333,941,Omaha,7,7,5
87452,188546,289641,NC,8/1/2014,66,150,254,96,290,485,127,431,716,242,753.0588888,511.0588888,523,1623.590556,1100.590556,804,2494.130833,1690.130833,1024,Greensboro,-125,-127,17
87452,188546,289641,NC,8/1/2014,66,150,254,96,290,485,127,431,716,242,753.0588888,511.0588888,523,1623.590556,1100.590556,804,2494.130833,1690.130833,1067,Winston-Salem,-63,43,-82
87452,188546,289641,NC,8/1/2014,66,150,254,96,290,485,127,431,716,242,753.0588888,511.0588888,523,1623.590556,1100.590556,804,2494.130833,1690.130833,1129,Charlotte,62,-1,105
87452,188546,289641,NC,8/1/2014,66,150,254,96,290,485,127,431,716,242,753.0588888,511.0588888,523,1623.590556,1100.590556,804,2494.130833,1690.130833,1130,Durham,106,-19,-21
87452,188546,289641,NC,8/1/2014,66,150,254,96,290,485,127,431,716,242,753.0588888,511.0588888,523,1623.590556,1100.590556,804,2494.130833,1690.130833,1149,Raleigh,-2,142,1
87499,183703,279907,OH,7/1/2020,647,1262,1849,1158,2259,3291,1669,3255,4732,243,753.4636111,510.4636111,510,1581.886944,1071.886944,777,2410.310278,1633.310278,707,Youngstown,-549,-304,-453
87499,183703,279907,OH,7/1/2020,647,1262,1849,1158,2259,3291,1669,3255,4732,243,753.4636111,510.4636111,510,1581.886944,1071.886944,777,2410.310278,1633.310278,942,Akron,8,-257,-220
87499,183703,279907,OH,7/1/2020,647,1262,1849,1158,2259,3291,1669,3255,4732,243,753.4636111,510.4636111,510,1581.886944,1071.886944,777,2410.310278,1633.310278,990,Toledo,283,-266,-21
87499,183703,279907,OH,7/1/2020,647,1262,1849,1158,2259,3291,1669,3255,4732,243,753.4636111,510.4636111,510,1581.886944,1071.886944,777,2410.310278,1633.310278,1011,Dayton,-149,-190,69
87499,183703,279907,OH,7/1/2020,647,1262,1849,1158,2259,3291,1669,3255,4732,243,753.4636111,510.4636111,510,1581.886944,1071.886944,777,2410.310278,1633.310278,1160,Cleveland,-41,218,226
87499,183703,279907,OH,7/1/2020,647,1262,1849,1158,2259,3291,1669,3255,4732,243,753.4636111,510.4636111,510,1581.886944,1071.886944,777,2410.310278,1633.310278,1201,Cincinnati,259,267,2
87499,183703,279907,OH,7/1/2020,647,1262,1849,1158,2259,3291,1669,3255,4732,243,753.4636111,510.4636111,510,1581.886944,1071.886944,777,2410.310278,1633.310278,1256,Columbus,245,96,55
87511,193048,298586,SC,12/1/2015,391,765,1085,742,1421,2004,1094,2077,2924,243,753.5669444,510.5669444,536,1662.357778,1126.357778,829,2571.157222,1742.157222,979,Columbia,0,2,12
87511,193048,298586,SC,12/1/2015,391,765,1085,742,1421,2004,1094,2077,2924,243,753.5669444,510.5669444,536,1662.357778,1126.357778,829,2571.157222,1742.157222,979,Greenville,2,12,-292
87511,193048,298586,SC,12/1/2015,391,765,1085,742,1421,2004,1094,2077,2924,243,753.5669444,510.5669444,536,1662.357778,1126.357778,829,2571.157222,1742.157222,1261,Charleston,282,282,284
87513,184022,280532,MO,3/1/2019,431,940,1435,740,1694,2633,1049,2448,3832,243,753.5841667,510.5841667,511,1584.633889,1073.633889,779,2415.692222,1636.692222,1070,Kansas City,8,-12,-6
87513,184022,280532,MO,3/1/2019,431,940,1435,740,1694,2633,1049,2448,3832,243,753.5841667,510.5841667,511,1584.633889,1073.633889,779,2415.692222,1636.692222,1090,St. Louis,20,28,8
87516,184796,282077,LA,2/1/2017,107,256,345,74,229,367,42,203,389,243,753.61,510.61,513,1591.298889,1078.298889,783,2428.996389,1645.996389,1128,New Orleans,14,-64,-63
87516,184796,282077,LA,2/1/2017,107,256,345,74,229,367,42,203,389,243,753.61,510.61,513,1591.298889,1078.298889,783,2428.996389,1645.996389,1192,Baton Rouge,64,78,0
87519,185527,283536,TX,6/1/2014,548,1014,1447,1120,2065,2988,1693,3116,4530,243,753.6358333,510.6358333,515,1597.593611,1082.593611,787,2441.56,1654.56,1005,San Antonio,-178,-160,11
87519,185527,283536,TX,6/1/2014,548,1014,1447,1120,2065,2988,1693,3116,4530,243,753.6358333,510.6358333,515,1597.593611,1082.593611,787,2441.56,1654.56,1018,El Paso,-220,13,-165
87519,185527,283536,TX,6/1/2014,548,1014,1447,1120,2065,2988,1693,3116,4530,243,753.6358333,510.6358333,515,1597.593611,1082.593611,787,2441.56,1654.56,1154,Dallas-Fort Worth,136,-84,149
87519,185527,283536,TX,6/1/2014,548,1014,1447,1120,2065,2988,1693,3116,4530,243,753.6358333,510.6358333,515,1597.593611,1082.593611,787,2441.56,1654.56,1183,Austin,18,189,-34
87519,185527,283536,TX,6/1/2014,548,1014,1447,1120,2065,2988,1693,3116,4530,243,753.6358333,510.6358333,515,1597.593611,1082.593611,787,2441.56,1654.56,1238,Houston,233,55,73
87552,177055,266559,IN,10/1/2019,454,898,1337,792,1572,2305,1131,2246,3274,243,753.92,510.92,491,1524.640278,1033.640278,740,2295.369167,1555.369167,1167,Indianapolis,0,-4,1
87593,188760,289928,NC,9/1/2014,141,207,291,214,310,504,287,414,718,243,754.2730555,511.2730555,524,1625.433333,1101.433333,805,2496.602222,1691.602222,1021,Greensboro,-103,-45,-106
87593,188760,289928,NC,9/1/2014,141,207,291,214,310,504,287,414,718,243,754.2730555,511.2730555,524,1625.433333,1101.433333,805,2496.602222,1691.602222,1066,Winston-Salem,-61,-63,-1
87593,188760,289928,NC,9/1/2014,141,207,291,214,310,504,287,414,718,243,754.2730555,511.2730555,524,1625.433333,1101.433333,805,2496.602222,1691.602222,1124,Durham,58,-3,-5
87593,188760,289928,NC,9/1/2014,141,207,291,214,310,504,287,414,718,243,754.2730555,511.2730555,524,1625.433333,1101.433333,805,2496.602222,1691.602222,1127,Charlotte,-2,60,-3
87593,188760,289928,NC,9/1/2014,141,207,291,214,310,504,287,414,718,243,754.2730555,511.2730555,524,1625.433333,1101.433333,805,2496.602222,1691.602222,1153,Raleigh,132,29,87
87601,190650,293699,PA,1/1/2014,135,255,440,349,646,1099,562,1036,1757,243,754.3419444,511.3419444,529,1641.708333,1112.708333,815,2529.074722,1714.074722,654,Scranton,-300,-455,
87601,190650,293699,PA,1/1/2014,135,255,440,349,646,1099,562,1036,1757,243,754.3419444,511.3419444,529,1641.708333,1112.708333,815,2529.074722,1714.074722,954,Harrisburg,-155,,
87601,190650,293699,PA,1/1/2014,135,255,440,349,646,1099,562,1036,1757,243,754.3419444,511.3419444,529,1641.708333,1112.708333,815,2529.074722,1714.074722,1109,Allentown,,,
87601,190650,293699,PA,1/1/2014,135,255,440,349,646,1099,562,1036,1757,243,754.3419444,511.3419444,529,1641.708333,1112.708333,815,2529.074722,1714.074722,1319,Philadelphia,665,365,210
87624,181610,275596,IA,3/1/2021,641,1227,1715,1375,2595,3580,2108,3963,5444,243,754.54,511.54,504,1563.863889,1059.863889,765,2373.187778,1608.187778,1113,Des Moines,5,1,-3
87696,194724,301752,MI,2/1/2019,492,958,1465,804,1622,2482,1116,2286,3499,243,755.16,512.16,540,1676.79,1136.79,838,2598.42,1760.42,1132,Grand Rapids,5,-13,-11
